sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes,collect_time
500101022,YouBike2.0_捷運公館站(2號出口),大安區,2026-01-16 00:00:02,捷運公館站(2號出口)外側,Daan Dist.,YouBike2.0_MRT Gongguan Sta. (Exit 2),MRT Gongguan Sta. (Exit 2),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,99,3,25.01491,121.53438,93,2026-01-16 00:07:53
500101023,YouBike2.0_第二學生活動中心,大安區,2026-01-15 22:10:02,羅斯福路四段107號(西南側),Daan Dist.,YouBike2.0_2nd Student Activity Center,No. 107， Sec. 4， Roosevelt Rd.(Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:10:02,2026-01-15,87,5,25.01244,121.53661,82,2026-01-16 00:07:53
500101024,YouBike2.0_臺灣科技大學正門,大安區,2026-01-15 23:42:15,基隆路四段43號(臺灣科技大學正門旁小側門靠田徑場),Daan Dist.,YouBike2.0_NTUST(Main Gate),No. 43， Sec. 4， Keelung Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:42:15,2026-01-15,50,1,25.01451,121.54142,49,2026-01-16 00:07:53
500101025,YouBike2.0_臺灣科技大學側門,大安區,2026-01-15 22:50:04,基隆路四段73巷與基隆路口,Daan Dist.,YouBike2.0_NTUST(Side Gate),Ln. 73， Sec. 4， Keelung Rd. Intersection,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:50:04,2026-01-15,97,3,25.01295,121.53973,93,2026-01-16 00:07:53
500101026,YouBike2.0_公館公園,大安區,2026-01-15 23:10:04,羅斯福路四段113巷基隆路四段41巷口,Daan Dist.,YouBike2.0_Gongguan Park,Ln. 113， Sec. 4， Roosevelt Rd. & Ln. 41， Sec. 4， Keelung Rd. Intersection,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,30,6,25.01137,121.54062,24,2026-01-16 00:07:53
500101027,YouBike2.0_臺灣科技大學後門,大安區,2026-01-15 23:40:03,基隆路四段41巷68弄臺科帆船大樓旁,Daan Dist.,YouBike2.0_NTUST(Back Gate),Aly. 68， Ln. 41， Sec. 4， Keelung Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,39,26,25.01182,121.54165,13,2026-01-16 00:07:53
500101028,YouBike2.0_臺大醫學院附設癌醫中心,大安區,2026-01-15 23:50:04,基隆路三段155巷57號西側,Daan Dist.,YouBike2.0_NTU Cancer Center,No. 57， Ln. 155， Sec. 3， Keelung Rd.(West),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,20,5,25.01426,121.54382,15,2026-01-16 00:07:53
500101029,YouBike2.0_臺大環研大樓,大安區,2026-01-15 22:50:04,芳蘭路/基隆路三段155巷口,Daan Dist.,YouBike2.0_NTU Environment Research Building,Fanglan Rd & Ln. 155， Sec. 3， Keelung Rd. Intersection,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:50:04,2026-01-15,41,1,25.01234,121.54503,40,2026-01-16 00:07:53
500101030,YouBike2.0_臺大永齡生醫工程館,大安區,2026-01-15 21:21:18,芳蘭路51號西北側,Daan Dist.,YouBike2.0_NTU Yonglin Biomedical Engineering Hall,No. 51， Fanglan Rd.(Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 21:21:18,2026-01-15,34,1,25.0136,121.54656,33,2026-01-16 00:07:53
500101031,YouBike2.0_臺大男七舍前,大安區,2026-01-15 23:40:03,長興街/長興街80巷口西側,Daan Dist.,YouBike2.0_NTU 7th Men's Dorm,Ln. 80， Changxing St. Intersection(West),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,20,4,25.01537,121.54698,16,2026-01-16 00:07:53
500101032,YouBike2.0_臺大男一舍前,大安區,2026-01-16 00:00:02,長興街50號西北側,Daan Dist.,YouBike2.0_NTU 1st Men's Dorm,No. 50， Changxing St.(Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,61,43,25.01637,121.54535,18,2026-01-16 00:07:53
500101033,YouBike2.0_臺大男六舍前,大安區,2026-01-15 23:50:04,大安區長興街31號,Daan Dist.,YouBike2.0_NTU 6th Men's Dorm,No. 31， Changxing St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,40,26,25.01664,121.5452,14,2026-01-16 00:07:53
500101034,YouBike2.0_臺大動物醫院前,大安區,2026-01-15 23:18:17,基隆路三段155巷/基隆路四段口,Daan Dist.,YouBike2.0_NTU Veterinary Hospital,Ln. 155， Sec. 3， Keelung Rd. Intersection,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:18:17,2026-01-15,18,1,25.01576,121.54291,17,2026-01-16 00:07:53
500101035,YouBike2.0_臺大土木研究大樓前,大安區,2026-01-15 15:53:21,辛亥路三段188號,Daan Dist.,YouBike2.0_NTU Civil Engineering Research Building,No. 188， Sec. 3， Xinhai Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 15:53:21,2026-01-15,24,23,25.01787,121.5476,1,2026-01-16 00:07:53
500101036,YouBike2.0_臺大萬才館前,大安區,2026-01-15 20:33:16,臺大萬才館北側,Daan Dist.,YouBike2.0_NTU Wan Tsai Research Hall,NTU Wan Tsai Research Hall,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 20:33:16,2026-01-15,20,1,25.02032,121.54497,19,2026-01-16 00:07:53
500101037,YouBike2.0_臺大國青大樓宿舍前,大安區,2026-01-15 22:33:16,辛亥路三段30號西北側,Daan Dist.,YouBike2.0_NTU Guo - Ching Building,No. 30， Sec. 3， Xinhai Rd.(Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:33:16,2026-01-15,20,1,25.02076,121.54432,19,2026-01-16 00:07:53
500101038,YouBike2.0_臺大社科院圖書館前,大安區,2026-01-15 23:55:20,辛亥路與復興南路口西南側,Daan Dist.,YouBike2.0_NTU College of social Sciences Building,Xinhai Fuxing Rd. Intersection (Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:55:20,2026-01-15,27,1,25.02101,121.54284,26,2026-01-16 00:07:53
500101039,YouBike2.0_臺大法人語言訓練中心前,大安區,2026-01-15 21:29:15,臺大法人語言訓練中心北側,Daan Dist.,YouBike2.0_NTU Language Training & Testing Center,NTU Language Training & Testing Center(North),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 21:29:15,2026-01-15,28,0,25.02104,121.54081,26,2026-01-16 00:07:53
500101040,YouBike2.0_臺大綜合體育館停車場前,大安區,2026-01-14 22:10:03,臺大綜合體育館北側,Daan Dist.,YouBike2.0_NTU Sports Center Car Park,NTU Sports Center(North),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-14 22:10:03,2026-01-14,25,3,25.0222,121.53626,21,2026-01-16 00:07:53
500101041,YouBike2.0_辛亥新生路口東南側,大安區,2026-01-15 23:50:04,辛亥新生路口東南側,Daan Dist.,YouBike2.0_Xinhai Xinsheng Rd. Intersection (Southeast),Xinhai Xinsheng Rd. Intersection (Southeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,50,4,25.02218,121.53474,42,2026-01-16 00:07:53
500101042,YouBike2.0_基隆長興路口東側,大安區,2026-01-15 23:51:15,基隆長興路口東側,Daan Dist.,YouBike2.0_Keelung Changxing Rd. Intersection(East),Keelung Changxing Rd. Intersection(East),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:51:15,2026-01-15,15,15,25.01727,121.54471,0,2026-01-16 00:07:53
500101091,YouBike2.0_國北教大側門南側,大安區,2026-01-15 17:09:16,敦南街51號,Daan Dist.,YouBike2.0_NTUE Side Gate(South),No. 51， Dunnan St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 17:09:16,2026-01-15,34,25,25.022864,121.546622,8,2026-01-16 00:07:53
500101092,YouBike2.0_和平實小東北側,大安區,2026-01-15 20:49:17,敦南街73號,Daan Dist.,YouBike2.0_Heping Experiment Elementary School (Northeast),No. 73， Dunnan St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 20:49:17,2026-01-15,25,2,25.021641,121.54704,23,2026-01-16 00:07:53
500101093,YouBike2.0_大安區健康服務中心,大安區,2026-01-15 22:24:16,辛亥路三段15號,Daan Dist.,YouBike2.0_Daan District Public Health Center,No. 15， Sec. 1， Xinhai Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:24:16,2026-01-15,23,1,25.021469,121.544069,22,2026-01-16 00:07:53
500101094,YouBike2.0_辛亥泰順街口,大安區,2026-01-15 22:51:16,辛亥泰順街口東南側,Daan Dist.,YouBike2.0_Xinhai Taishun St. Intersection,Xinhai Taishun St. Intersection (Southeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:51:16,2026-01-15,20,13,25.02193,121.53165,7,2026-01-16 00:07:53
500101095,YouBike2.0_臺北市芳和實驗中學,大安區,2026-01-15 17:26:16,臥龍街170號(前),Daan Dist.,YouBike2.0_Taipei City FangHe Experimental High School,No. 170， Wolong St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 17:26:16,2026-01-15,76,1,25.0189,121.55013,75,2026-01-16 00:07:53
500101097,YouBike2.0_臥龍樂業街口,大安區,2026-01-15 23:37:15,臥龍街234-2號,Daan Dist.,YouBike2.0_Wolong Leye St. Intersection,No. 234-2， Wolong St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:37:15,2026-01-15,64,46,25.01856,121.55558,15,2026-01-16 00:07:53
500101098,YouBike2.0_臥龍公園,大安區,2026-01-15 06:40:03,辛亥路三段223號西側,Daan Dist.,YouBike2.0_Wolong Park,No. 223， Sec. 3， Xinhai Rd. (West),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 06:40:03,2026-01-15,25,13,25.01623,121.55037,12,2026-01-16 00:07:53
500101099,YouBike2.0_嘉興公園,大安區,2026-01-15 23:10:04,樂業街101巷3號西北側,Daan Dist.,YouBike2.0_Jiaxing Park,No. 3， Ln. 101， Leye St. (Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:10:04,2026-01-15,44,29,25.021,121.55211,11,2026-01-16 00:07:53
500101100,YouBike2.0_捷運麟光站(2號出口),大安區,2026-01-15 22:40:04,和平東路三段420號東北側,Daan Dist.,YouBike2.0_MRT Linguang Sta. (Exit 2),No. 420， Sec. 3， Heping E. Rd. (Northeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:40:04,2026-01-15,69,37,25.0181,121.55929,32,2026-01-16 00:07:53
500101101,YouBike2.0_捷運六張犁站,大安區,2026-01-16 00:00:02,和平東路三段410號,Daan Dist.,YouBike2.0_MRT Liuzhangli Sta.,No. 410， Sec. 3， Heping E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,64,8,25.02397,121.55266,56,2026-01-16 00:07:53
500101102,YouBike2.0_喬治工商,大安區,2026-01-15 18:44:17,基隆路二段166號,Daan Dist.,YouBike2.0_George Vocational High School of Taipei,No. 166， Sec. 2， Keelung Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 18:44:17,2026-01-15,22,2,25.02705,121.55551,19,2026-01-16 00:07:53
500101103,YouBike2.0_法治公園,大安區,2026-01-15 20:48:17,通化街189號西側,Daan Dist.,YouBike2.0_Fazhi Park,No. 189， Tonghua St. (West),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 20:48:17,2026-01-15,41,10,25.02694,121.55325,25,2026-01-16 00:07:53
500101104,YouBike2.0_捷運臺電大樓站(2號出口),大安區,2026-01-16 00:00:02,辛亥路一段/羅斯福路三段口北側(辛亥路側),Daan Dist.,YouBike2.0_MRT Taipower Building Sta. (Exit 2),Sec. 1， Xinhai Rd & Sec. 3， Roosevelt Rd (North),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,18,5,25.02021,121.52942,13,2026-01-16 00:07:53
500101105,YouBike2.0_和平金山路口,大安區,2026-01-15 23:30:04,和平東路一段/金山南路二段西南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Sec. 2， Jinshan S. Rd Intersection,Sec. 1， Heping E. Rd & Sec. 2， Jinshan S. Rd Intersection (Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:30:04,2026-01-15,58,3,25.02669,121.52529,55,2026-01-16 00:07:53
500101107,YouBike2.0_和平龍泉街口,大安區,2026-01-16 00:01:17,和平東路一段/龍泉街口西南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Longquan St. Intersection,Sec. 1， Heping E. Rd & Longquan St. Intersection (Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:01:17,2026-01-16,34,24,25.02638,121.52971,1,2026-01-16 00:07:53
500101108,YouBike2.0_和平泰順街口,大安區,2026-01-16 00:00:02,和平東路一段/泰順街口東南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Taishun St  Intersection,Sec. 1， Heping E. Rd & Taishun St  Intersection (Southeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,19,10,25.02621,121.53171,4,2026-01-16 00:07:53
500101109,YouBike2.0_臺灣師範大學(圖書館),大安區,2026-01-15 23:20:03,和平東路一段129號前,Daan Dist.,YouBike2.0_National Taiwan Normal University (library),No. 129， Sec. 1， Heping E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:20:03,2026-01-15,40,11,25.0266,121.52973,28,2026-01-16 00:07:53
500101110,YouBike2.0_捷運古亭站(6號出口),大安區,2026-01-15 23:30:04,羅斯福路二段41號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 6),No. 41， Sec. 2， Roosevelt Rd,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:30:04,2026-01-15,60,13,25.0276,121.52217,47,2026-01-16 00:07:53
500101111,YouBike2.0_捷運古亭站(5號出口),大安區,2025-02-12 12:39:16,和平東路一段19號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 5),No. 19， Sec. 1， Heping E. Rd,0,2026-01-16 00:04:53,2026-01-16 00:04:53,2025-02-12 12:39:16,2025-02-12,14,0,25.02715,121.52293,14,2026-01-16 00:07:53
500101113,YouBike2.0_臺北市立圖書館(總館),大安區,2026-01-15 23:50:04,建國南路二段/建國南路二段151巷(橋下空間),Daan Dist.,YouBike2.0_Taipei Public library,Sec. 2， Jianguo S. Rd & Ln. 151， Sec. 2， Jianguo S. Rd (Under Bridge),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,99,39,25.02895,121.5379,60,2026-01-16 00:07:53
500101114,YouBike2.0_新生和平路口東北側,大安區,2026-01-15 13:40:03,新生南路二段與和平東路二段口東北側,Daan Dist.,YouBike2.0_Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd Intersection,Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd (Northeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 13:40:03,2026-01-15,51,37,25.02657,121.53515,14,2026-01-16 00:07:53
500101115,YouBike2.0_建國和平路口西北側,大安區,2026-01-15 22:50:04,建國南路二段與和平東路二段口西北側,Daan Dist.,YouBike2.0_Sec. 2， Jianguo S. Rd & Sec. 2， Heping E. Rd Intersection,Sec. 2， Jianguo S. Rd & Sec. 2， Heping E. Rd. (Northwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:50:04,2026-01-15,50,6,25.02606,121.53738,44,2026-01-16 00:07:53
500101116,YouBike2.0_金華公園,大安區,2026-01-15 23:50:04,金華街249號對面,Daan Dist.,YouBike2.0_Jinhua Park,No. 249， Jinhua St. (Opposite),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,44,34,25.02984,121.53107,9,2026-01-16 00:07:53
500101117,YouBike2.0_捷運東門站(3號出口),大安區,2025-02-27 01:05:15,信義路二段128號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 3),No. 128， Sec. 2， Xinyi Rd.,0,2026-01-16 00:04:53,2026-01-16 00:04:53,2025-02-27 01:05:15,2025-02-27,18,0,25.03383,121.52815,0,2026-01-16 00:07:53
500101118,YouBike2.0_金甌女中,大安區,2026-01-15 22:50:04,信義路二段與杭州南路二段東南側,Daan Dist.,YouBike2.0_Jin'ou Girls High School,Sec. 2， Xinyi Rd. & Sec. 2， Hangzhou S. Rd. (Southeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:50:04,2026-01-15,15,11,25.03519,121.5245,4,2026-01-16 00:07:53
500101119,YouBike2.0_金杭公園,大安區,2026-01-15 19:01:18,愛國東路21巷與杭州南路二段25巷口東南側,Daan Dist.,YouBike2.0_Jinhang Park,Ln. 21， Aiguo E. Rd. & Ln. 25， Sec. 2， Hangzhou S. Rd. Intersection (Southeast),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 19:01:18,2026-01-15,20,2,25.03325,121.52436,18,2026-01-16 00:07:53
500101120,YouBike2.0_愛國金山路口,大安區,2026-01-15 23:52:18,愛國東路與杭州南路二段口西南側,Daan Dist.,YouBike2.0_Aiguo & Jinshan Rd. Intersection,Aiguo E. Rd. & Sec. 2， Hangzhou S. Rd. Intersection (Southwest),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:52:18,2026-01-15,57,0,25.03164,121.52661,56,2026-01-16 00:07:53
500101122,YouBike2.0_敦化南路二段293巷口南側,大安區,2026-01-15 22:51:16,敦化南路二段293巷口南側,Daan Dist.,YouBike2.0_Ln. 293， Sec. 2， Dunhua S. Rd (South),Ln. 293， Sec. 2， Dunhua S. Rd. (South),1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:51:16,2026-01-15,14,7,25.0237,121.54899,7,2026-01-16 00:07:53
500101123,YouBike2.0_敦化基隆路口,大安區,2026-01-15 20:53:16,敦化南路二段218號,Daan Dist.,YouBike2.0_Sec. 2， Dunhua S. Rd & Sec. 2， Keelung Rd Intersection,No. 218， Sec. 2， Dunhua S. Rd,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 20:53:16,2026-01-15,38,1,25.02215,121.54839,37,2026-01-16 00:07:53
500101124,YouBike2.0_安和路二段181巷口,大安區,2026-01-15 22:10:02,安和路二段185號,Daan Dist.,YouBike2.0_Ln. 181， Sec. 2， Anhe Rd,No185， Sec. 2， Anhe Rd,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 22:10:02,2026-01-15,29,8,25.02721,121.54988,21,2026-01-16 00:07:53
500101125,YouBike2.0_臨江街夜市(通化街101巷口),大安區,2026-01-15 23:40:03,通化街111號,Daan Dist.,YouBike2.0_Linjiang St night market (Ln. 101， Tonghua St),No. 101， Tonghua St.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:40:03,2026-01-15,30,12,25.02952,121.55406,6,2026-01-16 00:07:53
500101126,YouBike2.0_臨江街夜市(基隆路),大安區,2026-01-16 00:00:02,基隆路二段108號,Daan Dist.,YouBike2.0_Linjiang St night market (Keelung Rd),No. 108， Sec. 2， Keelung Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-16 00:00:02,2026-01-16,29,13,25.02931,121.55721,14,2026-01-16 00:07:53
500101127,YouBike2.0_台北科技大學億光大樓,大安區,2026-01-15 23:50:04,忠孝東路三段81號,Daan Dist.,YouBike2.0_National Taipei University of Technology (Everlight Building),No. 81， Sec. 3， Zhongxiao E. Rd.,1,2026-01-16 00:04:53,2026-01-16 00:04:53,2026-01-15 23:50:04,2026-01-15,59,16,25.04177,121.53833,43,2026-01-16 00:07:53
