sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes,collect_time
500101038,YouBike2.0_臺大社科院圖書館前,大安區,2025-12-20 23:41:16,辛亥路與復興南路口西南側,Daan Dist.,YouBike2.0_NTU College of social Sciences Building,Xinhai Fuxing Rd. Intersection (Southwest),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:41:16,2025-12-20,27,0,25.02101,121.54284,26,2025-12-21 00:02:57
500101039,YouBike2.0_臺大法人語言訓練中心前,大安區,2025-12-20 20:10:03,臺大法人語言訓練中心北側,Daan Dist.,YouBike2.0_NTU Language Training & Testing Center,NTU Language Training & Testing Center(North),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 20:10:03,2025-12-20,28,2,25.02104,121.54081,26,2025-12-21 00:02:57
500101040,YouBike2.0_臺大綜合體育館停車場前,大安區,2025-12-20 23:46:03,臺大綜合體育館北側,Daan Dist.,YouBike2.0_NTU Sports Center Car Park,NTU Sports Center(North),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:46:03,2025-12-20,25,2,25.0222,121.53626,23,2025-12-21 00:02:57
500101041,YouBike2.0_辛亥新生路口東南側,大安區,2025-12-20 23:00:02,辛亥新生路口東南側,Daan Dist.,YouBike2.0_Xinhai Xinsheng Rd. Intersection (Southeast),Xinhai Xinsheng Rd. Intersection (Southeast),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:00:02,2025-12-20,50,6,25.02218,121.53474,43,2025-12-21 00:02:57
500101042,YouBike2.0_基隆長興路口東側,大安區,2025-12-20 23:47:01,基隆長興路口東側,Daan Dist.,YouBike2.0_Keelung Changxing Rd. Intersection(East),Keelung Changxing Rd. Intersection(East),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:47:01,2025-12-20,15,11,25.01727,121.54471,4,2025-12-21 00:02:57
500101091,YouBike2.0_國北教大側門南側,大安區,2025-12-20 23:10:03,敦南街51號,Daan Dist.,YouBike2.0_NTUE Side Gate(South),No. 51， Dunnan St.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:10:03,2025-12-20,34,22,25.022864,121.546622,11,2025-12-21 00:02:57
500101092,YouBike2.0_和平實小東北側,大安區,2025-12-20 23:30:03,敦南街73號,Daan Dist.,YouBike2.0_Heping Experiment Elementary School (Northeast),No. 73， Dunnan St.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:30:03,2025-12-20,25,10,25.021641,121.54704,15,2025-12-21 00:02:57
500101093,YouBike2.0_大安區健康服務中心,大安區,2025-12-20 21:40:04,辛亥路三段15號,Daan Dist.,YouBike2.0_Daan District Public Health Center,No. 15， Sec. 1， Xinhai Rd.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 21:40:04,2025-12-20,23,14,25.021469,121.544069,9,2025-12-21 00:02:57
500101094,YouBike2.0_辛亥泰順街口,大安區,2025-12-20 23:45:02,辛亥泰順街口東南側,Daan Dist.,YouBike2.0_Xinhai Taishun St. Intersection,Xinhai Taishun St. Intersection (Southeast),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:45:02,2025-12-20,20,13,25.02193,121.53165,6,2025-12-21 00:02:57
500101095,YouBike2.0_臺北市芳和實驗中學,大安區,2025-12-20 23:11:02,臥龍街170號(前),Daan Dist.,YouBike2.0_Taipei City FangHe Experimental High School,No. 170， Wolong St.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:11:02,2025-12-20,76,20,25.0189,121.55013,56,2025-12-21 00:02:57
500101097,YouBike2.0_臥龍樂業街口,大安區,2025-12-20 23:20:04,臥龍街234-2號,Daan Dist.,YouBike2.0_Wolong Leye St. Intersection,No. 234-2， Wolong St.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:20:04,2025-12-20,64,45,25.01856,121.55558,19,2025-12-21 00:02:57
500101098,YouBike2.0_臥龍公園,大安區,2025-12-20 23:50:02,辛亥路三段223號西側,Daan Dist.,YouBike2.0_Wolong Park,No. 223， Sec. 3， Xinhai Rd. (West),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:50:02,2025-12-20,25,16,25.01623,121.55037,9,2025-12-21 00:02:57
500101099,YouBike2.0_嘉興公園,大安區,2025-12-20 23:50:02,樂業街101巷3號西北側,Daan Dist.,YouBike2.0_Jiaxing Park,No. 3， Ln. 101， Leye St. (Northwest),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:50:02,2025-12-20,44,27,25.021,121.55211,14,2025-12-21 00:02:57
500101100,YouBike2.0_捷運麟光站(2號出口),大安區,2025-12-20 23:50:02,和平東路三段420號東北側,Daan Dist.,YouBike2.0_MRT Linguang Sta. (Exit 2),No. 420， Sec. 3， Heping E. Rd. (Northeast),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:50:02,2025-12-20,69,12,25.0181,121.55929,57,2025-12-21 00:02:57
500101101,YouBike2.0_捷運六張犁站,大安區,2025-12-21 00:00:03,和平東路三段410號,Daan Dist.,YouBike2.0_MRT Liuzhangli Sta.,No. 410， Sec. 3， Heping E. Rd.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,64,5,25.02397,121.55266,57,2025-12-21 00:02:57
500101102,YouBike2.0_喬治工商,大安區,2025-12-20 23:52:02,基隆路二段166號,Daan Dist.,YouBike2.0_George Vocational High School of Taipei,No. 166， Sec. 2， Keelung Rd.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:52:02,2025-12-20,22,3,25.02705,121.55551,19,2025-12-21 00:02:57
500101103,YouBike2.0_法治公園,大安區,2025-12-20 23:52:02,通化街189號西側,Daan Dist.,YouBike2.0_Fazhi Park,No. 189， Tonghua St. (West),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:52:02,2025-12-20,41,33,25.02694,121.55325,5,2025-12-21 00:02:57
500101104,YouBike2.0_捷運臺電大樓站(2號出口),大安區,2025-12-20 23:30:03,辛亥路一段/羅斯福路三段口北側(辛亥路側),Daan Dist.,YouBike2.0_MRT Taipower Building Sta. (Exit 2),Sec. 1， Xinhai Rd & Sec. 3， Roosevelt Rd (North),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:30:03,2025-12-20,18,1,25.02021,121.52942,16,2025-12-21 00:02:57
500101105,YouBike2.0_和平金山路口,大安區,2025-12-21 00:00:03,和平東路一段/金山南路二段西南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Sec. 2， Jinshan S. Rd Intersection,Sec. 1， Heping E. Rd & Sec. 2， Jinshan S. Rd Intersection (Southwest),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,58,17,25.02669,121.52529,40,2025-12-21 00:02:57
500101107,YouBike2.0_和平龍泉街口,大安區,2025-12-20 23:59:03,和平東路一段/龍泉街口西南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Longquan St. Intersection,Sec. 1， Heping E. Rd & Longquan St. Intersection (Southwest),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:59:03,2025-12-20,34,25,25.02638,121.52971,4,2025-12-21 00:02:57
500101108,YouBike2.0_和平泰順街口,大安區,2025-12-21 00:00:03,和平東路一段/泰順街口東南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Taishun St  Intersection,Sec. 1， Heping E. Rd & Taishun St  Intersection (Southeast),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,19,16,25.02621,121.53171,0,2025-12-21 00:02:57
500101109,YouBike2.0_臺灣師範大學(圖書館),大安區,2025-12-20 23:59:03,和平東路一段129號前,Daan Dist.,YouBike2.0_National Taiwan Normal University (library),No. 129， Sec. 1， Heping E. Rd.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:59:03,2025-12-20,40,16,25.0266,121.52973,23,2025-12-21 00:02:57
500101110,YouBike2.0_捷運古亭站(6號出口),大安區,2025-12-21 00:00:03,羅斯福路二段41號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 6),No. 41， Sec. 2， Roosevelt Rd,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,60,15,25.0276,121.52217,43,2025-12-21 00:02:57
500101111,YouBike2.0_捷運古亭站(5號出口),大安區,2025-02-12 12:39:16,和平東路一段19號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 5),No. 19， Sec. 1， Heping E. Rd,0,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-02-12 12:39:16,2025-02-12,14,0,25.02715,121.52293,14,2025-12-21 00:02:57
500101113,YouBike2.0_臺北市立圖書館(總館),大安區,2025-12-21 00:00:03,建國南路二段/建國南路二段151巷(橋下空間),Daan Dist.,YouBike2.0_Taipei Public library,Sec. 2， Jianguo S. Rd & Ln. 151， Sec. 2， Jianguo S. Rd (Under Bridge),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,99,73,25.02895,121.5379,24,2025-12-21 00:02:57
500101114,YouBike2.0_新生和平路口東北側,大安區,2025-12-20 23:47:01,新生南路二段與和平東路二段口東北側,Daan Dist.,YouBike2.0_Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd Intersection,Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd (Northeast),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:47:01,2025-12-20,51,4,25.02657,121.53515,46,2025-12-21 00:02:57
500101115,YouBike2.0_建國和平路口西北側,大安區,2025-12-20 23:30:03,建國南路二段與和平東路二段口西北側,Daan Dist.,YouBike2.0_Sec. 2， Jianguo S. Rd & Sec. 2， Heping E. Rd Intersection,Sec. 2， Jianguo S. Rd & Sec. 2， Heping E. Rd. (Northwest),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:30:03,2025-12-20,50,1,25.02606,121.53738,49,2025-12-21 00:02:57
500101116,YouBike2.0_金華公園,大安區,2025-12-21 00:00:03,金華街249號對面,Daan Dist.,YouBike2.0_Jinhua Park,No. 249， Jinhua St. (Opposite),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,44,15,25.02984,121.53107,29,2025-12-21 00:02:57
500101117,YouBike2.0_捷運東門站(3號出口),大安區,2025-02-27 01:05:15,信義路二段128號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 3),No. 128， Sec. 2， Xinyi Rd.,0,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-02-27 01:05:15,2025-02-27,18,0,25.03383,121.52815,0,2025-12-21 00:02:57
500101118,YouBike2.0_金甌女中,大安區,2025-12-20 23:30:03,信義路二段與杭州南路二段東南側,Daan Dist.,YouBike2.0_Jin'ou Girls High School,Sec. 2， Xinyi Rd. & Sec. 2， Hangzhou S. Rd. (Southeast),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:30:03,2025-12-20,15,11,25.03519,121.5245,3,2025-12-21 00:02:57
500101119,YouBike2.0_金杭公園,大安區,2025-12-20 23:45:02,愛國東路21巷與杭州南路二段25巷口東南側,Daan Dist.,YouBike2.0_Jinhang Park,Ln. 21， Aiguo E. Rd. & Ln. 25， Sec. 2， Hangzhou S. Rd. Intersection (Southeast),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:45:02,2025-12-20,20,7,25.03325,121.52436,13,2025-12-21 00:02:57
500101120,YouBike2.0_愛國金山路口,大安區,2025-12-20 23:47:01,愛國東路與杭州南路二段口西南側,Daan Dist.,YouBike2.0_Aiguo & Jinshan Rd. Intersection,Aiguo E. Rd. & Sec. 2， Hangzhou S. Rd. Intersection (Southwest),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:47:01,2025-12-20,57,14,25.03164,121.52661,42,2025-12-21 00:02:57
500101122,YouBike2.0_敦化南路二段293巷口南側,大安區,2025-12-20 23:11:14,敦化南路二段293巷口南側,Daan Dist.,YouBike2.0_Ln. 293， Sec. 2， Dunhua S. Rd (South),Ln. 293， Sec. 2， Dunhua S. Rd. (South),1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:11:14,2025-12-20,14,0,25.0237,121.54899,13,2025-12-21 00:02:57
500101123,YouBike2.0_敦化基隆路口,大安區,2025-12-20 21:10:02,敦化南路二段218號,Daan Dist.,YouBike2.0_Sec. 2， Dunhua S. Rd & Sec. 2， Keelung Rd Intersection,No. 218， Sec. 2， Dunhua S. Rd,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 21:10:02,2025-12-20,38,4,25.02215,121.54839,34,2025-12-21 00:02:57
500101124,YouBike2.0_安和路二段181巷口,大安區,2025-12-21 00:00:03,安和路二段185號,Daan Dist.,YouBike2.0_Ln. 181， Sec. 2， Anhe Rd,No185， Sec. 2， Anhe Rd,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,29,12,25.02721,121.54988,17,2025-12-21 00:02:57
500101125,YouBike2.0_臨江街夜市(通化街101巷口),大安區,2025-12-21 00:00:03,通化街111號,Daan Dist.,YouBike2.0_Linjiang St night market (Ln. 101， Tonghua St),No. 101， Tonghua St.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,30,12,25.02952,121.55406,6,2025-12-21 00:02:57
500101126,YouBike2.0_臨江街夜市(基隆路),大安區,2025-12-21 00:00:03,基隆路二段108號,Daan Dist.,YouBike2.0_Linjiang St night market (Keelung Rd),No. 108， Sec. 2， Keelung Rd.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-21 00:00:03,2025-12-21,29,20,25.02931,121.55721,9,2025-12-21 00:02:57
500101127,YouBike2.0_台北科技大學億光大樓,大安區,2025-12-20 23:00:02,忠孝東路三段81號,Daan Dist.,YouBike2.0_National Taipei University of Technology (Everlight Building),No. 81， Sec. 3， Zhongxiao E. Rd.,1,2025-12-21 00:01:53,2025-12-21 00:01:53,2025-12-20 23:00:02,2025-12-20,59,10,25.04177,121.53833,48,2025-12-21 00:02:57
