sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes,collect_time
500104074,YouBike2.0_蘭雅國小,士林區,2025-12-20 23:46:03,礦溪街與中山北路六段195巷口,Shilin Dist,YouBike2.0_Lanya Elementary School,Huangsi St. & Ln. 195， Sec. 6， Jhongshan N. Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:46:03,2025-12-20,30,22,25.10775,121.52312,8,2025-12-21 00:22:36
500104075,YouBike2.0_中正基河路口,士林區,2025-12-20 23:11:02,中正路420號(基河路300巷),Shilin Dist,YouBike2.0_Jhongjheng Rd. & Jihe Rd. Intersection,No. 420， Jhongjheng Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:11:02,2025-12-20,37,19,25.09382,121.51921,17,2025-12-21 00:22:36
500104076,YouBike2.0_福林公園(福林路),士林區,2025-12-20 21:20:03,福林路15號(前),Shilin Dist,YouBike2.0_Fulin Park (Fulin Rd.),I862  No.15， Fulin Rd.(front),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 21:20:03,2025-12-20,47,20,25.09587,121.53123,27,2025-12-21 00:22:36
500104077,YouBike2.0_至善臨溪路口,士林區,2025-12-21 00:00:03,至善路一段/臨溪路(西南側),Shilin Dist,YouBike2.0_Jhihshan Rd. & Linsi Rd. Intersection,Sec. 1， Jhihshan Rd. & Linsi Rd. Intersection (Southwest),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:00:03,2025-12-21,48,4,25.09709,121.54229,44,2025-12-21 00:22:36
500104078,YouBike2.0_市立圖書館葫蘆堵分館,士林區,2025-12-21 00:15:01,延平北路五段136巷1號前,Shilin Dist,YouBike2.0_Taipei Public Library Huludu Branch,No. 1， Ln. 136， Sec. 5， Yanping N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:15:01,2025-12-21,18,14,25.08217,121.51074,3,2025-12-21 00:22:36
500104079,YouBike2.0_東山路110巷口,士林區,2025-12-20 23:36:18,東山路114號對側,Shilin Dist,YouBike2.0_Ln. 110， Dongshan Rd.,No. 114， Dongshan Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:36:18,2025-12-20,16,11,25.11306,121.53945,0,2025-12-21 00:22:36
500104080,YouBike2.0_永平社會住宅,士林區,2025-12-20 22:50:04,環河北路三段261巷2號,Shilin Dist,YouBike2.0_Yongping Social Housing,No. 2， Ln. 261， Sec. 3， Huanhe N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 22:50:04,2025-12-20,15,7,25.08887,121.50314,8,2025-12-21 00:22:36
500104081,YouBike2.0_雨農橋,士林區,2025-12-20 22:20:03,福志路14巷42號(對面),Shilin Dist,YouBike2.0_Yunong Bridge,No. 42， Ln. 14， Fuzhi Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 22:20:03,2025-12-20,16,8,25.10012,121.53253,8,2025-12-21 00:22:36
500104082,YouBike2.0_通河街76巷/承德路四段10巷口,士林區,2025-12-20 23:56:16,承德路四段10巷37號(旁),Shilin Dist,YouBike2.0_Ln. 76， Tonghe St. & Ln. 10， Sec. 4， Chengde Rd. Intersection,No. 37， Ln. 10， Sec. 4， Chengde Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:56:16,2025-12-20,14,5,25.08019,121.5202,5,2025-12-21 00:22:36
500104083,YouBike2.0_芝山聖佑宮,士林區,2025-12-20 23:52:02,雨聲街90號旁,Shilin Dist,YouBike2.0_Zhishan Shengyou Temple,No. 90， Yusheng St.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:52:02,2025-12-20,25,5,25.10455,121.53025,20,2025-12-21 00:22:36
500104084,YouBike2.0_至誠雨聲街口,士林區,2025-12-20 22:50:04,至誠路二段與雨聲街口東北側,Shilin Dist,YouBike2.0_Zhicheng Rd. & Yusheng St. Intersection,Sec. 2， Zhicheng Rd. & Yusheng St. Intersection (Northeast),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 22:50:04,2025-12-20,9,6,25.10199,121.52927,2,2025-12-21 00:22:36
500104085,YouBike2.0_捷運線型公園(後街),士林區,2025-12-21 00:03:01,後街15號旁,Shilin Dist,YouBike2.0_MRT Linear Park (Hou St.),No. 15， Hou St.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:03:01,2025-12-21,28,3,25.09812,121.52449,21,2025-12-21 00:22:36
500104086,YouBike2.0_天母公園,士林區,2025-12-20 23:11:02,中山北路七段141巷30號對側,Shilin Dist,YouBike2.0_Tianmu Park,No. 30， Ln. 141， Sec. 7， Zhongshan N. Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:11:02,2025-12-20,12,8,25.12408,121.53003,4,2025-12-21 00:22:36
500104087,YouBike2.0_基河文林路口,士林區,2025-12-20 23:45:02,基河路3-1號對側人行道,Shilin Dist,YouBike2.0_Jihe Rd. & Wenlin Rd. Intersection,No. 3-1， Jihe Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:45:02,2025-12-20,50,5,25.08637,121.5247,45,2025-12-21 00:22:36
500104088,YouBike2.0_文林福華路口,士林區,2025-12-20 23:18:01,文林路 / 福華路口(東側),Shilin Dist,YouBike2.0_Wenlin Rd. & Fude Rd. Intersection,Wenlin Rd. & Fude Rd. Intersection (East),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:18:01,2025-12-20,19,14,25.10094,121.52243,4,2025-12-21 00:22:36
500104089,YouBike2.0_劍潭海外青年活動中心_1,士林區,2025-09-25 15:06:02,通河街 / 通河街2巷(南側),Shilin Dist,YouBike2.0_Chientan Overseas Youth Activity Center_1,Tonghe St. & Ln. 2， Tonghe St.,0,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-09-25 15:06:02,2025-09-25,39,0,25.0796,121.5237,39,2025-12-21 00:22:36
500104090,YouBike2.0_社子國小_1,士林區,2025-12-21 00:13:02,延平北路六段/社中街(社子國小對面跨提便道橋下),Shilin Dist,YouBike2.0_SheZi Elementary School,Sec. 6， Yanping N. Rd./Shezhong St. Intersection (South),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:13:02,2025-12-21,50,22,25.09029,121.50189,28,2025-12-21 00:22:36
500104091,YouBike2.0_捷運劍潭站(1號出口),士林區,2025-12-21 00:13:02,捷運劍潭站(1號出口)北側,Shilin Dist,YouBike2.0_MRT Jianta Sta. (Exit 1),MRT Jianta Sta. (Exit 1) (North),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:13:02,2025-12-21,70,5,25.08577,121.52531,65,2025-12-21 00:22:36
500104092,YouBike2.0_德行東山路口,士林區,2025-12-21 00:10:02,德行東路/東山路(西北側),Shilin Dist,YouBike2.0_Dexing Rd. & Dongshan Rd. Intersection,Dexing E. Rd. & Dongshan Rd. Intersection (Northwest),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:10:02,2025-12-21,12,7,25.1107,121.53999,5,2025-12-21 00:22:36
500104094,YouBike2.0_重慶北通河西街口,士林區,2025-12-20 17:32:16,重慶北路四段276號(前),Shilin Dist,YouBike2.0_Chongqing N. Rd. & Tonghe W. St. Intersection,No. 276， Sec. 4， Chongqing N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 17:32:16,2025-12-20,12,1,25.08756,121.51177,11,2025-12-21 00:22:36
500104095,YouBike2.0_葫蘆國小(延平北路五段285巷),士林區,2025-12-20 23:59:03,環河北路三段/延平北路五段285巷,Shilin Dist,YouBike2.0_Hulu Elementary School (Ln. 285， Sec. 5， Yanping N. Rd.),Sec. 3， Huanhe N. Rd. & Ln. 285， Sec. 5， Yanping N. Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:59:03,2025-12-20,25,14,25.08406,121.5067,10,2025-12-21 00:22:36
500104096,YouBike2.0_社子市場,士林區,2025-12-21 00:03:01,延平北路六段67號旁,Shilin Dist,YouBike2.0_Shezi Market,No. 67， Sec. 6， Yanping N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:03:01,2025-12-21,15,7,25.0881,121.50873,8,2025-12-21 00:22:36
500104097,YouBike2.0_士林區農會社子分部,士林區,2025-12-21 00:18:22,社子街162號旁,Shilin Dist,YouBike2.0_Shilin District Farmers' Association (Shezi St.),No. 162， Shezi St.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:18:22,2025-12-21,8,3,25.08912,121.5049,5,2025-12-21 00:22:36
500104098,YouBike2.0_承德劍潭路口,士林區,2025-12-21 00:14:03,承德路四段與劍潭路口西側,Shilin Dist,YouBike2.0_Chengde Rd. & Jiantan Rd. Intersection,Sec. 4， Chengde Rd. & Jiantan Rd. Intersection (West),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:14:03,2025-12-21,19,1,25.0841,121.52341,18,2025-12-21 00:22:36
500104099,YouBike2.0_文林路101巷口,士林區,2025-12-20 14:30:03,文林路100號前,Shilin Dist,YouBike2.0_Ln. 101， Wenlin Rd.,No. 100， Wenlin Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 14:30:03,2025-12-20,17,7,25.08761,121.52608,10,2025-12-21 00:22:36
500104100,YouBike2.0_延平北路五段257巷15弄口,士林區,2025-12-21 00:14:03,葫蘆街184號對側,Shilin Dist,YouBike2.0_Aly. 15， Ln. 257， Sec. 5， Yanping N. Rd.,No. 184， Hulu St.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:14:03,2025-12-21,11,5,25.08408,121.50959,6,2025-12-21 00:22:36
500104101,YouBike2.0_延平北路五段257巷4弄口,士林區,2025-12-20 21:48:16,延平北路五段257巷17號前,Shilin Dist,YouBike2.0_Aly. 4， Ln. 257， Sec. 5， Yanping N. Rd.,No. 17， Ln. 257， Sec. 5， Yanping N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 21:48:16,2025-12-20,15,3,25.08471,121.5089,12,2025-12-21 00:22:36
500104102,YouBike2.0_啟明學校,士林區,2025-12-20 23:20:04,忠誠路二段200號(新光三越天母店)對側,Shilin Dist,YouBike2.0_Taipei School For The Visually Impaired,No. 200， Sec. 2， Zhongcheng Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:20:04,2025-12-20,16,13,25.11742,121.53472,2,2025-12-21 00:22:36
500104103,YouBike2.0_中山福國路口,士林區,2025-12-20 23:13:02,中山北路五段837號前,Shilin Dist,YouBike2.0_Zhongshan N. Rd. & Fuguo Rd. Intersection,No. 837， Sec. 5， Zhongshan N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:13:02,2025-12-20,14,3,25.10203,121.52561,11,2025-12-21 00:22:36
500104104,YouBike2.0_德行公園,士林區,2025-12-20 23:32:16,德行西路33號對側,Shilin Dist,YouBike2.0_Dexing Park,No. 33， Dexing W. Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:32:16,2025-12-20,14,1,25.10585,121.52376,11,2025-12-21 00:22:36
500104105,YouBike2.0_承德後港街口,士林區,2025-12-20 23:59:03,承德路四段/後港街口,Shilin Dist,YouBike2.0_Chengde Rd & Hougang St. Intersection,Sec. 4， Chengde Rd & Hougang St. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:59:03,2025-12-20,20,15,25.08238,121.52309,4,2025-12-21 00:22:36
500104106,YouBike2.0_中山北路五段698巷口,士林區,2025-12-21 00:17:02,中山北路五段692號前,Shilin Dist,YouBike2.0_Ln. 698， Sec. 5， Zhongshan N. Rd.,No. 692， Sec. 5， Zhongshan N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:17:02,2025-12-21,15,8,25.09765,121.52757,6,2025-12-21 00:22:36
500104107,YouBike2.0_捷運士林站(1號出口),士林區,2025-12-21 00:16:02,中正路236巷/中正路口,Shilin Dist,YouBike2.0_MRT Shilin Sta. (Exit 1),Ln. 236， Zhongzheng Rd. & Zhongzheng Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:16:02,2025-12-21,38,1,25.09561,121.52552,35,2025-12-21 00:22:36
500104108,YouBike2.0_捷運芝山站(2號出口)_1,士林區,2025-12-21 00:18:03,福華路/福華路162巷(東南側),Shilin Dist,YouBike2.0_MRT Zhishan Sta. (Exit 2)_1,Fuhua Rd. & Ln. 162， Fuhua Rd. Intersection (Southeast),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:18:03,2025-12-21,62,1,25.10336,121.52263,59,2025-12-21 00:22:36
500104109,YouBike2.0_銘傳大學(中山北路五段280巷口),士林區,2025-12-20 20:10:03,中山北路五段280巷口,Shilin Dist,YouBike2.0_MCU (Ln. 280， Sec. 5， Zhongshan N. Rd.),Ln. 280， Sec. 5， Zhongshan N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 20:10:03,2025-12-20,23,7,25.08762,121.52711,14,2025-12-21 00:22:36
500104110,YouBike2.0_海光公園南側,士林區,2025-12-20 23:06:22,葫蘆街79號對側公園,Shilin Dist,YouBike2.0_Haiguang Park (South),No. 79， Hulu St. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:06:22,2025-12-20,12,1,25.08036,121.5084,10,2025-12-21 00:22:36
500104111,YouBike2.0_士商路40巷口,士林區,2025-12-21 00:16:02,士商路40巷2號旁,Shilin Dist,YouBike2.0_Ln. 40， Shishang Rd.,No. 2， Ln. 40， Shishang Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:16:02,2025-12-21,15,10,25.09013,121.52054,4,2025-12-21 00:22:36
500104112,YouBike2.0_劍潭郵局,士林區,2025-12-21 00:14:03,基河路/承德路四段77巷口(捷運橋下),Shilin Dist,YouBike2.0_Shihlin Jiantan Post Office,Jihe Rd. & Ln. 77， Sec. 4， Chengde Rd. Intersection (Under Bridge),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:14:03,2025-12-21,32,13,25.08182,121.52431,18,2025-12-21 00:22:36
500104113,YouBike2.0_士東路91巷口,士林區,2025-12-21 00:00:03,士東路91巷3號旁,Shilin Dist,YouBike2.0_Ln. 91， Shidong Rd.,No. 3， Ln. 91， Shidong Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:00:03,2025-12-21,16,13,25.11247,121.52914,3,2025-12-21 00:22:36
500104114,YouBike2.0_美崙公園,士林區,2025-12-21 00:16:02,美崙街118號斜對面人行道,Shilin Dist,YouBike2.0_Meilun Park,No. 118， Meilun St. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:16:02,2025-12-21,22,18,25.09677,121.51931,3,2025-12-21 00:22:36
500104115,YouBike2.0_臺北市立大學(忠誠路二段207巷),士林區,2025-12-20 22:20:03,忠誠路二段207巷/士東路299巷口,Shilin Dist,YouBike2.0_University of Taipei (Ln. 270， Sec. 2， Zhongcheng Rd.),Ln. 270， Sec. 2， Zhongcheng Rd. & Ln. 299， Shidong Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 22:20:03,2025-12-20,17,7,25.11642,121.53743,9,2025-12-21 00:22:36
500104116,YouBike2.0_天母東路8巷/忠誠路二段154巷口,士林區,2025-12-20 23:59:03,天母東路8巷57號對側,Shilin Dist,YouBike2.0_Ln. 8， Tianmu E. Rd. & Ln. 154， Sec. 2， Zhongcheng Rd. Intersection,No. 57， Ln. 8， Tianmu E. Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:59:03,2025-12-20,25,15,25.11579,121.53113,9,2025-12-21 00:22:36
500104117,YouBike2.0_美崙公園(東北側),士林區,2025-12-20 11:40:02,文林路587巷115號對側,Shilin Dist,YouBike2.0_Meilun Park (Northeast),No. 115， Ln. 587， Wenlin Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 11:40:02,2025-12-20,25,13,25.09886,121.51835,12,2025-12-21 00:22:36
500104118,YouBike2.0_福安河濱公園,士林區,2025-12-21 00:03:01,延平北路七段145巷45號斜對面,Shilin Dist,YouBike2.0_Fuan Riverside Park,No. 45， Ln. 145， Sec. 7， Yanping N. Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:03:01,2025-12-21,14,6,25.09646,121.49358,8,2025-12-21 00:22:36
500104119,YouBike2.0_忠誠忠義街口(北側),士林區,2025-12-20 23:59:03,忠誠路一段125號前,Shilin Dist,YouBike2.0_Zhongcheng Rd. & Zhongyi St. Intersection (North),No. 125， Sec. 1， Zhongcheng Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:59:03,2025-12-20,13,11,25.10566,121.52922,2,2025-12-21 00:22:36
500104120,YouBike2.0_忠誠忠義街口(南側),士林區,2025-12-21 00:20:03,忠誠路一段109號前,Shilin Dist,YouBike2.0_Zhongcheng Rd. & Zhongyi St. Intersection (South),No. 109， Sec. 1， Zhongcheng Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:20:03,2025-12-21,14,8,25.10519,121.52869,6,2025-12-21 00:22:36
500104121,YouBike2.0_士林國小,士林區,2025-12-20 23:30:03,福德路與福德路48巷口,Shilin Dist,YouBike2.0_Shilin Elementary School,Fude Rd. & Ln. 48， Fude Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:30:03,2025-12-20,15,2,25.09204,121.52472,12,2025-12-21 00:22:36
500104122,YouBike2.0_雙溪濕地公園,士林區,2025-12-21 00:19:16,承德路五段與承德路五段150巷口西南側,Shilin Dist,YouBike2.0_ShuangXi Park,Sec. 5， Chengde Rd. & No. 150， Sec. 5， Chengde Rd. Intersection (Southwest),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:19:16,2025-12-21,15,4,25.09762,121.51321,11,2025-12-21 00:22:36
500104123,YouBike2.0_劍潭海外青年活動中心(志清大樓),士林區,2025-12-20 23:50:02,中山北路四段16號(志清大樓旁),Shilin Dist,YouBike2.0_Chientan Youth Activity Center (Chin Ching Building),No. 16， Sec. 4， ZhongShan N. Rd. (Chin Ching Building),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:50:02,2025-12-20,30,14,25.07793,121.52357,16,2025-12-21 00:22:36
500104124,YouBike2.0_天和一號公園,士林區,2025-12-21 00:14:03,天母東路69巷/天母東路,Shilin Dist,YouBike2.0_No.1 TianHe Park,Ln. 69， TianMu E. Rd. & TianMu E. Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:14:03,2025-12-21,15,8,25.11836,121.53466,7,2025-12-21 00:22:36
500104125,YouBike2.0_忠誠路二段178巷口,士林區,2025-12-20 23:30:03,忠誠路二段178巷13號對面,Shilin Dist,YouBike2.0_Ln. 178， Sec. 2， ZhongCheng Rd.,No. 13， Ln. 178， Sec. 2， ZhongCheng Rd. (Opposite),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:30:03,2025-12-20,15,5,25.11633,121.53295,9,2025-12-21 00:22:36
500104126,YouBike2.0_克強磺溪街口,士林區,2025-12-20 23:18:01,克強路與磺溪街口西南側,Shilin Dist,YouBike2.0_KeGiang Rd. & HuangXi St. Intersection,KeQiang Rd. & HuangXi St. Intersection (Southwest),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:18:01,2025-12-20,24,18,25.10893,121.52319,4,2025-12-21 00:22:36
500104128,YouBike2.0_蘭雅公園(西側),士林區,2025-12-21 00:03:01,德行東路109巷75號東側,Shilin Dist,YouBike2.0_LanYa Park  (West),No. 75， Ln. 109， DeXing E. Rd. (East),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:03:01,2025-12-21,15,9,25.10985,121.52859,3,2025-12-21 00:22:36
500104129,YouBike2.0_福林路100巷77弄口,士林區,2025-12-20 21:20:03,福林路100巷/福林路100巷77弄,Shilin Dist,YouBike2.0_Aly. 77， Ln. 100， FuLin Rd.,Ln. 100， FuLin Rd. & Aly. 77， Ln. 100， FuLin Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 21:20:03,2025-12-20,18,7,25.09441,121.53285,11,2025-12-21 00:22:36
500104130,YouBike2.0_福林路100巷11弄口,士林區,2025-12-20 18:50:04,福林路100巷11弄/福林路100巷77弄,Shilin Dist,YouBike2.0_Aly. 11， Ln. 100， FuLin Rd.,Aly. 11， Ln. 100， FuLin Rd. & Aly. 77， Ln. 100， FuLin Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 18:50:04,2025-12-20,15,6,25.09601,121.53262,9,2025-12-21 00:22:36
500104131,YouBike2.0_重慶北路四段190巷口(通河西街側),士林區,2025-12-20 06:10:04,通河西街一段92號對側,Shilin Dist,YouBike2.0_Ln. 190， Sec. 4， ChongQing N. Rd. (TongHe W. St.),No. 92， Sec. 1， TongHe W. St.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 06:10:04,2025-12-20,16,13,25.0848,121.51253,3,2025-12-21 00:22:36
500104132,YouBike2.0_承德區民活動中心,士林區,2025-12-21 00:20:03,承德路四段5-1號(前),Shilin Dist,YouBike2.0_ChengDe Community Activity Center,No. 5-1， Sec. 4， ChengDe Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:20:03,2025-12-21,25,18,25.07892,121.52157,5,2025-12-21 00:22:36
500104133,YouBike2.0_福林路255巷口,士林區,2025-12-20 14:50:03,福林路255巷口,Shilin Dist,YouBike2.0_Ln. 255， FuLin Rd.,福林路259號(前),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 14:50:03,2025-12-20,18,13,25.09854,121.53528,5,2025-12-21 00:22:36
500104134,YouBike2.0_中山北路五段378巷口,士林區,2025-12-20 15:40:03,中山北路五段380號(前),Shilin Dist,YouBike2.0_Ln. 378， Sec. 5， ZhongShan N. Rd.,No. 380， Sec. 5， ZhongShan N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 15:40:03,2025-12-20,27,10,25.09064,121.52765,16,2025-12-21 00:22:36
500104135,YouBike2.0_中山北路六段405巷,士林區,2025-12-20 14:40:03,中山北路六段405巷60-3號(前),Shilin Dist,YouBike2.0_Ln. 405， Sec. 6， ZhongShan N. Rd.,No. 60-3， Ln. 405， Sec. 6， ZhongShan N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 14:40:03,2025-12-20,21,12,25.11576,121.52693,9,2025-12-21 00:22:36
500104136,YouBike2.0_圓山育樂中心,士林區,2025-12-20 21:10:02,中山北路五段6號(前),Shilin Dist,YouBike2.0_YSSC YuanShan Sport Club,No. 6， Sec. 5， ZhongShan N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 21:10:02,2025-12-20,22,12,25.08248,121.52548,9,2025-12-21 00:22:36
500104137,YouBike2.0_至善公園,士林區,2025-12-20 14:50:03,至善路/福林路254巷(北側),Shilin Dist,YouBike2.0_ZhiShan Park,Zhishan Rd. & Ln. 254， FuLin Rd. Intersection (North),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 14:50:03,2025-12-20,25,10,25.09862,121.53749,15,2025-12-21 00:22:36
500104138,YouBike2.0_社子島抽水站,士林區,2025-12-20 03:43:02,延平北路七段106巷353號前,Shilin Dist,YouBike2.0_Shezidao Pumping Station,No. 353， Ln. 106， Sec. 7， YanPing N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 03:43:02,2025-12-20,15,10,25.10844,121.49552,5,2025-12-21 00:22:36
500104139,YouBike2.0_中山北路六段427巷口,士林區,2025-12-20 22:52:01,中山北路六段423號(前),Shilin Dist,YouBike2.0_Ln. 427， Sec. 6， ZhongShan N. Rd.,No. 423， Sec. 6， ZhongShan N. Rd. Intersection,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 22:52:01,2025-12-20,12,5,25.11383,121.52698,7,2025-12-21 00:22:36
500104140,YouBike2.0_士林分局,士林區,2025-12-21 00:14:03,文林路235號(旁),Shilin Dist,YouBike2.0_Shilin Precinct,No. 235， WenLin Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:14:03,2025-12-21,24,5,25.09033,121.52687,18,2025-12-21 00:22:36
500104141,YouBike2.0_忠誠路二段98巷口,士林區,2025-12-20 21:50:04,忠誠路二段96號(前),Shilin Dist,YouBike2.0_Ln. 98， Sec. 2， ZhongCheng Rd.,No. 96， Sec. 2， ZhongCheng Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 21:50:04,2025-12-20,24,16,25.113,121.53128,8,2025-12-21 00:22:36
500104142,YouBike2.0_東吳大學,士林區,2025-12-20 23:53:17,臨溪路70號,Shilin Dist,YouBike2.0_Soochow University,No. 70， LinXi Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 23:53:17,2025-12-20,22,21,25.095,121.54521,0,2025-12-21 00:22:36
500104143,YouBike2.0_福志公園,士林區,2025-12-20 14:40:03,雨農路100巷20號旁,Shilin Dist,YouBike2.0_Fuzhi Park,No. 20， Ln. 100， YunOng Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 14:40:03,2025-12-20,22,9,25.10022,121.53438,13,2025-12-21 00:22:36
500104144,YouBike2.0_德行東路331巷口,士林區,2025-12-21 00:18:03,德行東路331巷6號前,Shilin Dist,YouBike2.0_Ln. 331， DeXng E. Rd.,No. 6， Ln. 331， DeXng E. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:18:03,2025-12-21,14,8,25.1106,121.53759,6,2025-12-21 00:22:36
500104145,YouBike2.0_天母北路87巷9弄,士林區,2025-12-20 15:40:03,天母北路87巷9弄5號,Shilin Dist,YouBike2.0_Aly. 9， Ln. 87， TianMu N. Rd.,No. 5， Aly. 9， Ln. 87， TianMu N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-20 15:40:03,2025-12-20,20,2,25.12207,121.52731,18,2025-12-21 00:22:36
500104146,YouBike2.0_重慶北路四段108號(通河西街側),士林區,2025-12-21 00:00:03,重慶北路四段108號,Shilin Dist,YouBike2.0_No. 108， Sec. 4， ChongQing N. Rd. (TongHe W. St.),No. 108， Sec. 4， ChongQing N. Rd.,1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:00:03,2025-12-21,17,9,25.08294,121.51293,8,2025-12-21 00:22:36
500104147,YouBike2.0_臺灣戲曲中心(文林德行西路口),士林區,2025-12-21 00:16:02,文林路/德行西路口(西南側),Shilin Dist,YouBike2.0_Taiwan Traditional Theatre Center (WenLin Rd. & DeXing W. Rd. Intersection),WenLin Rd. & DeXing W. Rd. Intersection (Southwest),1,2025-12-21 00:21:53,2025-12-21 00:21:53,2025-12-21 00:16:02,2025-12-21,27,8,25.10288,121.5197,19,2025-12-21 00:22:36
